datetime,sentiment,close
2025-07-31 15:00,0.144,780.48
2025-07-31 15:01,0.0,780.48
2025-07-31 15:02,0.0,780.48
2025-07-31 15:04,0.0,780.48
2025-07-31 15:04,-0.1,780.48
2025-07-31 15:04,0.0,780.48
2025-07-31 15:04,-0.3,780.48
2025-07-31 15:05,0.0,780.48
2025-07-31 15:05,0.0,780.48
2025-07-31 15:05,-0.3,780.48
2025-07-31 15:05,0.0,780.48
2025-07-31 15:05,0.433,780.48
2025-07-31 15:05,0.433,780.48
2025-07-31 15:05,0.5,780.48
2025-07-31 15:05,0.0,780.48
2025-07-31 15:12,0.5,780.48
2025-07-31 15:14,0.0,780.48
2025-07-31 15:15,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.5,780.48
2025-07-31 15:16,0.062,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,-0.7,780.48
2025-07-31 15:16,0.5,780.48
2025-07-31 15:16,-0.7,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.25,780.48
2025-07-31 15:16,0.367,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,0.0,780.48
2025-07-31 15:16,-0.167,780.48
2025-07-31 15:17,0.6,780.48
2025-07-31 15:20,0.136,780.48
2025-07-31 15:22,0.0,780.48
2025-07-31 15:24,0.5,780.48
2025-07-31 15:27,0.0,780.48
2025-07-31 15:27,0.0,780.48
2025-07-31 15:28,-0.042,780.48
2025-07-31 15:28,0.0,780.48
2025-07-31 15:28,0.0,780.48
2025-07-31 15:28,0.0,780.48
2025-07-31 15:29,-0.167,780.48
2025-07-31 15:29,0.0,780.48
2025-07-31 15:35,0.3,780.21
2025-07-31 15:35,0.0,780.21
2025-07-31 15:39,0.0,780.21
2025-07-31 15:40,0.5,780.21
2025-07-31 15:40,0.0,780.21
2025-07-31 15:40,0.16,780.21
2025-07-31 15:42,0.0,780.21
2025-07-31 15:45,0.0,780.21
2025-07-31 15:45,0.0,780.21
2025-07-31 15:45,0.0,780.21
2025-07-31 15:45,0.0,780.21
2025-07-31 15:47,0.1,780.21
2025-07-31 15:49,0.3,780.21
2025-07-31 15:49,0.0,780.21
2025-07-31 15:50,0.1,780.21
2025-07-31 15:50,0.0,780.21
2025-07-31 15:52,0.0,780.21
2025-07-31 15:56,0.0,780.21
2025-07-31 15:56,0.0,780.21
2025-07-31 15:58,0.0,780.21
2025-07-31 16:00,0.0,779.5
2025-07-31 16:00,0.0,779.5
2025-07-31 16:00,0.3,779.5
2025-07-31 16:00,0.0,779.5
2025-07-31 16:00,0.0,779.5
2025-07-31 16:03,0.468,779.5
2025-07-31 16:04,0.0,779.5
2025-07-31 16:04,-0.275,779.5
2025-07-31 16:04,-0.229,779.5
2025-07-31 16:06,-0.5,779.5
2025-07-31 16:06,0.0,779.5
2025-07-31 16:11,0.2,779.5
2025-07-31 16:14,0.0,779.5
2025-07-31 16:15,0.0,779.5
2025-07-31 16:16,0.0,779.5
2025-07-31 16:18,-0.5,779.5
2025-07-31 16:22,0.167,779.5
2025-07-31 16:22,0.0,779.5
2025-07-31 16:23,0.0,779.5
2025-07-31 16:23,0.25,779.5
2025-07-31 16:24,-0.4,779.5
2025-07-31 16:27,-0.1,779.5
2025-07-31 16:27,0.0,779.5
2025-07-31 16:30,0.017,779.01
2025-07-31 16:30,0.0,779.01
2025-07-31 16:30,0.0,779.01
2025-07-31 16:32,0.0,779.01
2025-07-31 16:32,0.068,779.01
2025-07-31 16:36,0.0,779.01
2025-07-31 16:40,0.318,779.01
